District,Block,Cluster,GP,GP_ID
vijayapura,muddebihal,hiremural,kavadimatti,3503
vijayapura,muddebihal,hiremural,nagarabetta,4649
vijayapura,muddebihal,hullur,hullur,2855
vijayapura,muddebihal,ingalageri,ingalageri,2952
vijayapura,muddebihal,ingalageri,kuntoji,3908
vijayapura,muddebihal,ingalageri,mukihal,4534
vijayapura,muddebihal,kodaganur,bhantanur,6517
vijayapura,muddebihal,kodaganur,kodaganur,3640
vijayapura,muddebihal,konnur,hirur,2688
vijayapura,muddebihal,konnur,konnur,6444
vijayapura,muddebihal,madikeshwar,bavur,1106
vijayapura,muddebihal,madikeshwar,madikeshwar,4104
vijayapura,muddebihal,minajagi,bommanahalli,213009404
vijayapura,muddebihal,minajagi,minajagi,213009635
vijayapura,muddebihal,minajagi,mukihal,4534
vijayapura,muddebihal,nalatawad,bijjur,1334
vijayapura,muddebihal,nalatawad,nagabenal,4635
vijayapura,muddebihal,rakkasagi,rakkasagi,6646
vijayapura,muddebihal,tangadagi,kollur,3708
vijayapura,muddebihal,tangadagi,tangadagi,5633
vijayapura,muddebihal,tumbagi,bommanahalli,213009404
vijayapura,muddebihal,tumbagi,tumbagi,5828
vijayapura,muddebihal,wadawadagi,balabatti,947
vijayapura,muddebihal,yarazari,yarazari,6110
vijayapura,sindagi,almel urdu,devangaon,1781
vijayapura,sindagi,aski,bekinal,1137
vijayapura,sindagi,balaganur,balaganur,952
vijayapura,sindagi,balaganur,chandkote,1493
vijayapura,sindagi,devanagaon,devangaon,1781
vijayapura,sindagi,devar hipparagi,bandal,1015
vijayapura,sindagi,devar hipparagi,harnal,2479
vijayapura,sindagi,devar hipparagi,mulsavalagi,4547
vijayapura,sindagi,devar hipparagi i urdu,jalwad,3029
vijayapura,sindagi,devar hipparagi i urdu,kondaguli,3737
vijayapura,sindagi,devar hipparagi i urdu,manor,4271
vijayapura,sindagi,devara navadagi,bommanahalli,1387
vijayapura,sindagi,devara navadagi,devarnavadagi,1807
vijayapura,sindagi,gabasavalagi,yargal b k,6113
vijayapura,sindagi,gabasavalagi,dasamantpur (b),2007
vijayapura,sindagi,golageri,golgeri,2121
vijayapura,sindagi,gubbewad,gubbewad,2182
vijayapura,sindagi,hittinahalli,chikrugi,1622
vijayapura,sindagi,hittinahalli,hittanalli,2696
vijayapura,sindagi,honnalli,honnalli,2748
vijayapura,sindagi,jalawad,jalwad,3029
vijayapura,sindagi,kadani,kadani,3167
vijayapura,sindagi,kalakeri,hunsyal,2886
vijayapura,sindagi,kalakeri,kalkeri,3262
vijayapura,sindagi,kalakeri urdu,hunsyal,2886
vijayapura,sindagi,kannolli,bandal,1015
vijayapura,sindagi,kannolli,kannolli,6603
vijayapura,sindagi,kerutagi,handiganor,2408
vijayapura,sindagi,kerutagi,kerutagi,3564
vijayapura,sindagi,kondaguli,kondaguli,3737
vijayapura,sindagi,korahalli,korahalli,3770
vijayapura,sindagi,korahalli,ramanahalli,213009637
vijayapura,sindagi,korawar,kokatanur,3683
vijayapura,sindagi,korawar,korwar,6249
vijayapura,sindagi,korawar,manor,4271
vijayapura,sindagi,malaghan,malaghan,213009634
vijayapura,sindagi,manur,manor,4271
vijayapura,sindagi,moratagi,bagalur,919
vijayapura,sindagi,moratagi,moratagi,4473
vijayapura,sindagi,moratagi urdu,dasamantpur (b),2007
vijayapura,sindagi,mulasavalagi,chattraki,1524
vijayapura,sindagi,mulasavalagi,mulsavalagi,4547
vijayapura,sindagi,rampur pa,hikkanagutti,213009631
vijayapura,sindagi,rampur pa,rampur p a,5086
vijayapura,sindagi,sindagi(urdu),honnalli,2748
vijayapura,sindagi,sungathan,nagavi bk,213009636
vijayapura,sindagi,sungathan,sughathan,5518
vijayapura,sindagi,yalagod,honnalli,2748
vijayapura,sindagi,yalagod,yalgod,6075
vijayapura,sindagi,yankanchi,byakod,213009629
vijayapura,sindagi,yankanchi,yankanchi,6096
vijayapura,vijayapura rural,aheri,aheri,557
vijayapura,vijayapura rural,aliyabad,alliyabad,626
vijayapura,vijayapura rural,arakeri,arakeri,6648
vijayapura,vijayapura rural,arakeri lt no. 1,arakeri,6648
vijayapura,vijayapura rural,arjunagi,arjunagi,798
vijayapura,vijayapura rural,arjunagi,bolachikkalaki,1380
vijayapura,vijayapura rural,babaleshwar,babeleswar,885
vijayapura,vijayapura rural,babaleshwar,sarwad,5250
vijayapura,vijayapura rural,babaleshwar urdu,jainapur,3009
vijayapura,vijayapura rural,babanagar,babanagar,883
vijayapura,vijayapura rural,babanagar,bijjaragi,1332
vijayapura,vijayapura rural,baratagi,alliyabad,626
vijayapura,vijayapura rural,baratagi,baratagi,1065
vijayapura,vijayapura rural,bommanahallii,tidagundi,5769
vijayapura,vijayapura rural,gunadal,gundal,2242
vijayapura,vijayapura rural,gunadal,hosur,6504
vijayapura,vijayapura rural,gunaki,gunaki,2236
vijayapura,vijayapura rural,halagani,halagani,2317
vijayapura,vijayapura rural,hittinahalli,hegadihal,2556
vijayapura,vijayapura rural,hittinahalli,hittanahalli,2695
vijayapura,vijayapura rural,honaganahalli,honaganahalli,2732
vijayapura,vijayapura rural,honaganahalli,jumanal,3093
vijayapura,vijayapura rural,honaganahalli,karajol,3433
vijayapura,vijayapura rural,jainapur,jainapur,3009
vijayapura,vijayapura rural,jalageri,jalgeri,3022
vijayapura,vijayapura rural,jambagi,jambagi a,3032
vijayapura,vijayapura rural,kakhandaki,kakandaki,3220
vijayapura,vijayapura rural,kallakavatagi,gonasagi,2129
vijayapura,vijayapura rural,kambagi,kambagi,3319
vijayapura,vijayapura rural,kanamadi,kanamadi,3348
vijayapura,vijayapura rural,kannur,kannur,3395
vijayapura,vijayapura rural,kawalagi,ainapur,564
vijayapura,vijayapura rural,kawalagi,honatagi,2735
vijayapura,vijayapura rural,kawalagi,kumatagi,3867
vijayapura,vijayapura rural,kawalagi,madbhavi,4085
vijayapura,vijayapura rural,lohagoan,lohgaon,4022
vijayapura,vijayapura rural,lohagoan,siddapura,5400
vijayapura,vijayapura rural,makhanapur,makanapur,4136
vijayapura,vijayapura rural,mamadapur,devar gennur,1788
vijayapura,vijayapura rural,mamadapur,mamadapur,4208
vijayapura,vijayapura rural,nagathan,nagthan,4679
vijayapura,vijayapura rural,nidoni,kumathe,3868
vijayapura,vijayapura rural,nidoni,nidoni,4843
vijayapura,vijayapura rural,shivanagi,hadagali,2287
vijayapura,vijayapura rural,shivanagi,kumatagi,3867
vijayapura,vijayapura rural,shivanagi,shivanagi,5379
vijayapura,vijayapura rural,siddapur k,siddapura,5400
vijayapura,vijayapura rural,tajapur h,sarwad,5250
vijayapura,vijayapura rural,tajapur h,tajpur h,5604
vijayapura,vijayapura rural,takkalaki,takkalaki,5606
vijayapura,vijayapura rural,tikota,honwad,2763
vijayapura,vijayapura rural,tikota,kotyal,3812
vijayapura,vijayapura rural,tikota,nidoni,4843
vijayapura,vijayapura rural,tikota,tikota,5773
vijayapura,vijayapura rural,toravi,torvi,5800
kalaburgi,afzalpur,atnoor,atnoor,829
kalaburgi,afzalpur,atnoor,mallabad,4183
kalaburgi,afzalpur,baluragi,baluragi,995
kalaburgi,afzalpur,baluragi,nandargi,4707
kalaburgi,afzalpur,bandarwad,bandarwad,1019
kalaburgi,afzalpur,bandarwad,hasargundagi,2503
kalaburgi,afzalpur,bhairamadagi,bhairamadagi,1264
kalaburgi,afzalpur,bhairamadagi,madra (b),4112
kalaburgi,afzalpur,chowdapur,chowdapur,1681
kalaburgi,afzalpur,chowdapur,madra (b),4112
kalaburgi,afzalpur,deval gangapur,anoor,735
kalaburgi,afzalpur,deval gangapur,deval ganagapur,1770
kalaburgi,afzalpur,deval gangapur,tellur,5663
kalaburgi,afzalpur,deval gangapur,kallur,1762
kalaburgi,afzalpur,ghattarga,ghattarga,2093
kalaburgi,afzalpur,ghattarga,kallur,1762
kalaburgi,afzalpur,gobbur (b),bidanoor,1310
kalaburgi,afzalpur,gobbur (b),gobbur (b),2104
kalaburgi,afzalpur,gour (b),bankalaga,1035
kalaburgi,afzalpur,gour (b),gour (b),2167
kalaburgi,afzalpur,gour (b),nandargi,4707
kalaburgi,afzalpur,karajagi,allagi (b),622
kalaburgi,afzalpur,karajagi,bankalaga,1035
kalaburgi,afzalpur,karajagi,karajagi,3431
kalaburgi,afzalpur,karajagi,ram nagar,5064
kalaburgi,afzalpur,mannur,bankalaga,1035
kalaburgi,afzalpur,mannur,mannur,6449
kalaburgi,afzalpur,mannur,ram nagar,5064
kalaburgi,afzalpur,mannur,udachan,5850
kalaburgi,afzalpur,mashal,mashal,4347
kalaburgi,afzalpur,revoor (b),badadal,896
kalaburgi,afzalpur,revoor (b),revoor (b),5119
kalaburgi,afzalpur,station gangapur,gudoor,2211
kalaburgi,afzalpur,station gangapur,koganoor,3674
kalaburgi,afzalpur,station gangapur,madra (b),4112
kalaburgi,afzalpur,urdu chinamagera,atnoor,829
kalaburgi,afzalpur,urdu chinamagera,deval ganagapur,1770
kalaburgi,aland,aland south urdu,nirgudi,4868
kalaburgi,aland,aland south urdu,suntnoor,5556
kalaburgi,aland,ambalaga,muddadaga,6187
kalaburgi,aland,bhusanoor,bhusnoor,1303
kalaburgi,aland,bhusanoor,dhangapur,1822
kalaburgi,aland,bhusanoor,hittal siroor,6172
kalaburgi,aland,chinchansoor,chinchansoor,1639
kalaburgi,aland,chinchansoor,keriambalaga,6173
kalaburgi,aland,chinchansoor,srichand,5499
kalaburgi,aland,durga siroor,darga siroor,1741
kalaburgi,aland,durga siroor,mogha k,6182
kalaburgi,aland,durga siroor,nimbal,4860
kalaburgi,aland,duttargaon,dannuru,6183
kalaburgi,aland,duttargaon,duttargaon,1969
kalaburgi,aland,duttargaon,kodalhangarga,3644
kalaburgi,aland,hirolli,hirolli,2687
kalaburgi,aland,hirolli,padsawali,4915
kalaburgi,aland,hodalur,alanga,605
kalaburgi,aland,hodalur,hodloor,2705
kalaburgi,aland,jidaga,jidga,3071
kalaburgi,aland,jidaga,kawalga,3511
kalaburgi,aland,jidaga,mogha k,6182
kalaburgi,aland,kadaganchi,gola (b),2118
kalaburgi,aland,kadaganchi,kadganchi,3183
kalaburgi,aland,kadaganchi,keriambalaga,6173
kalaburgi,aland,kadaganchi,suntnoor,5556
kalaburgi,aland,khajuri,khajuri,3587
kalaburgi,aland,khajuri,rudrawadi,5134
kalaburgi,aland,khajuri,tadola,6306
kalaburgi,aland,koralli,koralli,3773
kalaburgi,aland,madanhipparga,madan hipparga,4070
kalaburgi,aland,mataki,kinnisultan,3614
kalaburgi,aland,mataki,nirgudi,4868
kalaburgi,aland,munahalli,hallisalgar,2362
kalaburgi,aland,munahalli,kodalhangarga,3644
kalaburgi,aland,munahalli,munahalli,4552
kalaburgi,aland,narona,bhodan,1291
kalaburgi,aland,narona,kamalanagar,3304
kalaburgi,aland,narona,narona,4756
kalaburgi,aland,nimbarga,dhangapur,1822
kalaburgi,aland,nimbarga,hittal siroor,6172
kalaburgi,aland,nimbarga,nimbarga,4863
kalaburgi,aland,salagar (v.k.),belamagi,1162
kalaburgi,aland,salagar (v.k.),salgar,5174
kalaburgi,aland,sarsamba,hebali,6177
kalaburgi,aland,sarsamba,padsawali,4915
kalaburgi,aland,sarsamba,sarsamba,5248
kalaburgi,aland,savaleshwar,hebali,6177
kalaburgi,aland,savaleshwar,jidga,3071
kalaburgi,aland,savaleshwar,sawaleshwar,5280
kalaburgi,aland,tadakal,tadkal,5600
kalaburgi,aland,yelasangi,hadalgi,2290
kalaburgi,aland,yelasangi,madiyal,4106
kalaburgi,aland,yelasangi,yalsangi,6084
kalaburgi,chincholi,ainapur,ainapur,6373
kalaburgi,chincholi,ainoli,ainolli,565
kalaburgi,chincholi,ainoli,nagaidalai,4637
kalaburgi,chincholi,chengata,chengata,1542
kalaburgi,chincholi,chimmaidalai,anwar,747
kalaburgi,chincholi,chimmaidalai,chimmaidalai,1631
kalaburgi,chincholi,chimmaidalai,garagpalli,2069
kalaburgi,chincholi,chimmaidalai,garampalli,2070
kalaburgi,chincholi,chimmanchod,chimmanchod,1633
kalaburgi,chincholi,chimmanchod,hasargundagi,6322
kalaburgi,chincholi,chincholi urdu,chimmaidalai,1631
kalaburgi,chincholi,chincholi urdu,chimmanchod,1633
kalaburgi,chincholi,chincholi urdu,konchawaram,3733
kalaburgi,chincholi,chincholi urdu,polakpalli,5003
kalaburgi,chincholi,degalmadi,degalmadi,1757
kalaburgi,chincholi,degalmadi,garampalli,2070
kalaburgi,chincholi,degalmadi,salebeernalli,5171
kalaburgi,chincholi,gadikeshwar,gadikeshwar,2019
kalaburgi,chincholi,gadikeshwar,jattur,3055
kalaburgi,chincholi,gadikeshwar,shirolli,5364
kalaburgi,chincholi,gadilingadalli,gadilingadalli,2020
kalaburgi,chincholi,kanakapur,garampalli,2070
kalaburgi,chincholi,kanakapur,kankpur,3382
kalaburgi,chincholi,karchkhed,garagpalli,2069
kalaburgi,chincholi,karchkhed,karchkhed,3440
kalaburgi,chincholi,kodli,hodebeernalli,2703
kalaburgi,chincholi,kodli,kodli,3667
kalaburgi,chincholi,kodli,kupnoor,3909
kalaburgi,chincholi,konchawaram,konchawaram,3733
kalaburgi,chincholi,konchawaram,venktapur,5992
kalaburgi,chincholi,miryan,miryan,4449
kalaburgi,chincholi,miryan,polakpalli,5003
kalaburgi,chincholi,nidgunda,jattur,3055
kalaburgi,chincholi,nidgunda,kerolli,3562
kalaburgi,chincholi,nidgunda,kupnoor,3909
kalaburgi,chincholi,nidgunda,nidgunda,4841
kalaburgi,chincholi,ratkal,halcher,2333
kalaburgi,chincholi,ratkal,ratkal,5105
kalaburgi,chincholi,rummangud,chandankera,1487
kalaburgi,chincholi,rummangud,mogha,4459
kalaburgi,chincholi,rummangud,rummangud,5135
kalaburgi,chincholi,salagar basantpur,salagar basantpur,5165
kalaburgi,chincholi,shadipur,shadipur,5295
kalaburgi,chincholi,sulepeth,kankpur,3382
kalaburgi,chincholi,sulepeth,pastpur,4968
kalaburgi,chincholi,sulepeth,sulepeth,5527
kalaburgi,chincholi,sulepeth urdu,chandankera,1487
kalaburgi,chincholi,sulepeth urdu,mogha,4459
kalaburgi,chincholi,sulepeth urdu,nidgunda,4841
kalaburgi,chincholi,sulepeth urdu,sulepeth,5527
kalaburgi,chittapur,allolli,alahalli,595
kalaburgi,chittapur,allolli,kardal,3441
kalaburgi,chittapur,allolli,ladlapur,3985
kalaburgi,chittapur,arankal,arankal,775
kalaburgi,chittapur,arankal,bedasur,1111
kalaburgi,chittapur,bhankur,bhankur,1271
kalaburgi,chittapur,bhankur,malagatti,4150
kalaburgi,chittapur,bheemanahalli,allur (b),627
kalaburgi,chittapur,bheemanahalli,bheemanahalli,1283
kalaburgi,chittapur,bheemanahalli,dongaon,1938
kalaburgi,chittapur,bheemanahalli,yagapur,6058
kalaburgi,chittapur,chittapur urdu,bhagodi,1262
kalaburgi,chittapur,gundagurthi,bhagodi,1262
kalaburgi,chittapur,gundagurthi,gundagurthi,2240
kalaburgi,chittapur,gundagurthi,ivani,2986
kalaburgi,chittapur,halakatta,halakatta,2324
kalaburgi,chittapur,halakatta,kadaboor,3149
kalaburgi,chittapur,halakatta,kamarwadi,3311
kalaburgi,chittapur,halakatta,kardal,3441
kalaburgi,chittapur,hebbal,chincholli (h),1642
kalaburgi,chittapur,hebbal,hebbal,6668
kalaburgi,chittapur,hebbal,kandgol,3366
kalaburgi,chittapur,hebbal,shellagi,6171
kalaburgi,chittapur,honguntta,hongunta,2743
kalaburgi,chittapur,honguntta,kodadoor,3637
kalaburgi,chittapur,honguntta,tonasanhalli (s),5792
kalaburgi,chittapur,kalagi urdu,chincholli (h),1642
kalaburgi,chittapur,kodadoor,kodadoor,3637
kalaburgi,chittapur,kodadoor,rajapur,5053
kalaburgi,chittapur,kollur,kollur,6418
kalaburgi,chittapur,kollur,rampurahalli,6265
kalaburgi,chittapur,korwar,gotur,2162
kalaburgi,chittapur,korwar,korwar,3784
kalaburgi,chittapur,madaboola,gundagurthi,2240
kalaburgi,chittapur,madaboola,madabool,4055
kalaburgi,chittapur,nalwar,nalawar,4688
kalaburgi,chittapur,pethsiroor,martur,4336
kalaburgi,chittapur,pethsiroor,mugalanagaon,6252
kalaburgi,chittapur,pethsiroor,peth siroor,4998
kalaburgi,chittapur,ravoor,ingalagi,6341
kalaburgi,chittapur,ravoor,ravoor,5109
kalaburgi,chittapur,revaggi,arankal,775
kalaburgi,chittapur,revaggi,kandgol,3366
kalaburgi,chittapur,revaggi,shellagi,6171
kalaburgi,chittapur,satnoor,diggaon,1846
kalaburgi,chittapur,satnoor,mogala,4457
kalaburgi,chittapur,satnoor,satnoor,5265
kalaburgi,chittapur,tengali,dandoti,1736
kalaburgi,chittapur,tengali,gundagurthi,2240
kalaburgi,chittapur,tengali,ivani,2986
kalaburgi,chittapur,tengali,tengali,5665
kalaburgi,chittapur,wadi urdu,ingalagi,6341
kalaburgi,chittapur,wadi urdu,nalawar,4688
kalaburgi,chittapur,wadi urdu,ravoor,5109
kalaburgi,gulbarga north,ankalaga,babalad i k,882
kalaburgi,gulbarga north,ankalaga,kurikota,3929
kalaburgi,gulbarga north,aurab (b),algud,615
kalaburgi,gulbarga north,aurab (b),aurad (b),843
kalaburgi,gulbarga north,aurab (b),harsur,2492
kalaburgi,gulbarga north,aurab (b),kumsi,3878
kalaburgi,gulbarga north,dongargaon,dongargoan,1941
kalaburgi,gulbarga north,dongargaon,kinnisadak,3613
kalaburgi,gulbarga north,harsoor,algud,615
kalaburgi,gulbarga north,harsoor,boopaltegnoor,1398
kalaburgi,gulbarga north,harsoor,harsur,2492
kalaburgi,gulbarga north,jeevanagi,jeevanagi,3065
kalaburgi,gulbarga north,jeevanagi,kalmod,3295
kalaburgi,gulbarga north,jeevanagi,nagoor,4677
kalaburgi,gulbarga north,kallahangarga,kallahangaraga,3270
kalaburgi,gulbarga north,kallahangarga,kumsi,3878
kalaburgi,gulbarga north,kallahangarga,tajsulatanpur,5605
kalaburgi,gulbarga north,kalmood,jeevanagi,3065
kalaburgi,gulbarga north,kalmood,kalmod,3295
kalaburgi,gulbarga north,mahagaon,holkunda,2724
kalaburgi,gulbarga north,mahagaon,mahagaon,4125
kalaburgi,gulbarga north,nagoor,holkunda,2724
kalaburgi,gulbarga north,nagoor,nagoor,4677
kalaburgi,gulbarga north,okali,okali,4897
kalaburgi,gulbarga north,sonth,margutti,4313
kalaburgi,gulbarga north,sonth,sonth,5480
kalaburgi,gulbarga north,tajsultanpur,tajsulatanpur,5605
kalaburgi,gulbarga south,bheemalli,bhimalli,1289
kalaburgi,gulbarga south,bheemalli,savalagi b,5273
kalaburgi,gulbarga south,faratabad,fartabad,1995
kalaburgi,gulbarga south,faratabad,kadani,6398
kalaburgi,gulbarga south,faratabad,minajagi,213009635
kalaburgi,gulbarga south,faratabad,saradagi b,213009036
kalaburgi,gulbarga south,faratabad urdu,firozabad,1996
kalaburgi,gulbarga south,faratabad urdu,sharanasirasagi,5314
kalaburgi,gulbarga south,hagargundagi,heroor b,2593
kalaburgi,gulbarga south,hagargundagi,kawalga (b),3512
kalaburgi,gulbarga south,honna kiranagi,firozabad,1996
kalaburgi,gulbarga south,honna kiranagi,honna kiranagi,2745
kalaburgi,gulbarga south,honna kiranagi,saradagi b,213009036
kalaburgi,gulbarga south,khanadal,khandal,3591
kalaburgi,gulbarga south,m s k mill gulbarga,bhimalli,1289
kalaburgi,gulbarga south,m s k mill gulbarga,srinivas saradagi,5504
kalaburgi,gulbarga south,nandikur,nadikur,4631
kalaburgi,gulbarga south,nandur (k),hagaraga,213009027
kalaburgi,gulbarga south,nandur (k),kusnoor,3957
kalaburgi,gulbarga south,nandur (k),nandur (k),4725
kalaburgi,gulbarga south,pattan,melkunda (b),4417
kalaburgi,gulbarga south,pattan,pattan,4974
kalaburgi,gulbarga south,sannur,sannor,5218
kalaburgi,gulbarga south,sharan sirasagi,sharanasirasagi,5314
kalaburgi,gulbarga south,srinivas saradag,hagaraga,213009027
kalaburgi,gulbarga south,srinivas saradag,srinivas saradagi,5504
kalaburgi,jewargi,aloor,aloor 22,630
kalaburgi,jewargi,aloor,yalgod 20,6076
kalaburgi,jewargi,aloor,karakihalli,213009048
kalaburgi,jewargi,aloor,sathkhed,213009049
kalaburgi,jewargi,andola,andola 10,705
kalaburgi,jewargi,andola,biryal 11,1365
kalaburgi,jewargi,ankalagi,ankalga 40,721
kalaburgi,jewargi,ankalagi,hullur,213009042
kalaburgi,jewargi,ankalagi,itaga 42,2975
kalaburgi,jewargi,aralagundagi,aralgundagi 33,766
kalaburgi,jewargi,aralagundagi,kakanur,213009029
kalaburgi,jewargi,bilwar,balbatti 19,960
kalaburgi,jewargi,bilwar,bilwar 18,1356
kalaburgi,jewargi,bilwar,sathkhed,213009049
kalaburgi,jewargi,ganwar,ganwar 14,2066
kalaburgi,jewargi,ganwar,kellur 12,3533
kalaburgi,jewargi,hippargi,hipparga 24,2609
kalaburgi,jewargi,hippargi,sonna 17,5475
kalaburgi,jewargi,ijeri,ijeri 16,2931
kalaburgi,jewargi,ijeri,yalwar 15,6089
kalaburgi,jewargi,ijeri,sathkhed,213009049
kalaburgi,jewargi,jeratagi,balundagi 38,993
kalaburgi,jewargi,jeratagi,jeratagi 36,3069
kalaburgi,jewargi,jeratagi,nedalgi,213009028
kalaburgi,jewargi,jeratagi,ranjanagi,213009039
kalaburgi,jewargi,jewargi south,harnoor 13,2480
kalaburgi,jewargi,jewargi south,kallahangarga,213009044
kalaburgi,jewargi,kadkol,kadkol 34,3185
kalaburgi,jewargi,kolakur,kodi 6,3655
kalaburgi,jewargi,kolakur,kolkur 5,3704
kalaburgi,jewargi,malli,kachapur,213009040
kalaburgi,jewargi,malli,kuralgera 31,3920
kalaburgi,jewargi,malli,magangera 32,4119
kalaburgi,jewargi,malli,malli 27,4197
kalaburgi,jewargi,mandewal,kallur 2,3289
kalaburgi,jewargi,mandewal,mandewal 35,4231
kalaburgi,jewargi,mandewal,nedalgi,213009028
kalaburgi,jewargi,naribol,gudur s a 8,2214
kalaburgi,jewargi,naribol,madari,213009043
kalaburgi,jewargi,naribol,naribol 7,4752
kalaburgi,jewargi,nelogi,harwal 3,2498
kalaburgi,jewargi,nelogi,kallahangarga,213009044
kalaburgi,jewargi,nelogi,nelogi 1,4808
kalaburgi,jewargi,wadgera,kachapur,213009040
kalaburgi,jewargi,wadgera,sumbad,213009041
kalaburgi,jewargi,wadgera,wadgera 29,6015
kalaburgi,jewargi,yedrami,karakihalli,213009048
kalaburgi,sedam,adaki,adaki,514
kalaburgi,sedam,adaki,lingampalli,4015
kalaburgi,sedam,duganoor,dugnoor,1960
kalaburgi,sedam,duganoor,sindanamadu,5413
kalaburgi,sedam,habala ( t ),kukunda,3856
kalaburgi,sedam,habala ( t ),telkur,5662
kalaburgi,sedam,habala ( t ),yadaga,6037
kalaburgi,sedam,kanagadda,chandapur,1488
kalaburgi,sedam,kanagadda,itkal,2980
kalaburgi,sedam,kanagadda,kanagadda,3330
kalaburgi,sedam,kanagadda,medak,4394
kalaburgi,sedam,kodala,benakanalli,1215
kalaburgi,sedam,kodala,handarki,2404
kalaburgi,sedam,kodala,kodla,3665
kalaburgi,sedam,kolakunda,jakanpalli,3011
kalaburgi,sedam,kolakunda,kolkunta,3703
kalaburgi,sedam,kurkunta,kurkunta,3933
kalaburgi,sedam,kurkunta,madkal,4107
kalaburgi,sedam,lingampalli,lingampalli,4015
kalaburgi,sedam,madana,jakanpalli,3011
kalaburgi,sedam,madana,madana,4071
kalaburgi,sedam,madana,motakpalli,4478
kalaburgi,sedam,malkhed,malkhed,4181
kalaburgi,sedam,malkhed,nilhalli,4855
kalaburgi,sedam,motakpalli,chandapur,1488
kalaburgi,sedam,motakpalli,itkal,2980
kalaburgi,sedam,motakpalli,kanagadda,3330
kalaburgi,sedam,motakpalli,motakpalli,4478
kalaburgi,sedam,mudhol,adaki,514
kalaburgi,sedam,mudhol,madana,4071
kalaburgi,sedam,mudhol,mudhol,4505
kalaburgi,sedam,mudhol urdu,batgera (b),1101
kalaburgi,sedam,mudhol urdu,kurkunta,3933
kalaburgi,sedam,mudhol urdu,motakpalli,4478
kalaburgi,sedam,mudhol urdu,mudhol,4505
kalaburgi,sedam,mudhol urdu,sindanamadu,5413
kalaburgi,sedam,neelhalli,kukunda,3856
kalaburgi,sedam,neelhalli,malkhed,4181
