Year,GP_ID,canonical_district,block_id,cluster_id,District,Block,Cluster,GP,block_name,block_district,cluster_name,gp_name
2022-23,5286,Tumakuru,B0127,C1470,tumakuru madhugiri,sira,seebi agrahara,seebi agrahara,sira,Tumakuru,seebi agrahara,seebi agrahara
2022-23,6516,Tumakuru,B0127,C1577,tumakuru madhugiri,sira,tavarekere,hosuru,sira,Tumakuru,tavarekere,hosuru
2022-23,6352,Tumakuru,B0127,C1577,tumakuru madhugiri,sira,tavarekere,tavarekere,sira,Tumakuru,tavarekere,tavarekere
2022-23,1419,Tumakuru,B0127,C1588,tumakuru madhugiri,sira,thalagunda,bupasandra,sira,Tumakuru,thalagunda,bupasandra
2022-23,4421,Tumakuru,B0127,C1608,tumakuru madhugiri,sira,thogarugunte,melukunte,sira,Tumakuru,thogarugunte,melukunte
2022-23,6516,Tumakuru,B0127,C1734,tumakuru madhugiri,sira,yaravarahalli,hosuru,sira,Tumakuru,yaravarahalli,hosuru
2022-23,6642,Tumakuru,B0127,C1748,tumakuru madhugiri,sira,yeliyuuru,yaliyuru,sira,Tumakuru,yeliyuuru,yaliyuru
2022-23,1595,Ramanagara,B0077,C0323,ramanagara,kanakapura,chikka muduvadi,chikkamuduvadi,kanakapura,Ramanagara,chikka muduvadi,chikkamuduvadi
2022-23,5928,Ramanagara,B0077,C0640,ramanagara,kanakapura,hegganuru,uyyamballi,kanakapura,Ramanagara,hegganuru,uyyamballi
2022-23,3135,Ramanagara,B0077,C0816,ramanagara,kanakapura,kabbal,kabbalu,kanakapura,Ramanagara,kabbal,kabbalu
2022-23,3205,Ramanagara,B0077,C0834,ramanagara,kanakapura,kaggalahalli,kaggalahalli,kanakapura,Ramanagara,kaggalahalli,kaggalahalli
2022-23,6469,Ramanagara,B0077,C0853,ramanagara,kanakapura,kallahalli,kallahalli,kanakapura,Ramanagara,kallahalli,kallahalli
2022-23,6393,Ramanagara,B0077,C0950,ramanagara,kanakapura,kodihalli,kodihalli,kanakapura,Ramanagara,kodihalli,kodihalli
2022-23,3805,Ramanagara,B0077,C1000,ramanagara,kanakapura,kottagalu,kottagalu,kanakapura,Ramanagara,kottagalu,kottagalu
2022-23,4291,Ramanagara,B0077,C1143,ramanagara,kanakapura,maralebekuppe,maralebekuppe,kanakapura,Ramanagara,maralebekuppe,maralebekuppe
2022-23,509,Ramanagara,B0077,C1459,ramanagara,kanakapura,sathanuru,achhalu,kanakapura,Ramanagara,sathanuru,achhalu
2022-23,3205,Ramanagara,B0077,C1537,ramanagara,kanakapura,sugganahalli,kaggalahalli,kanakapura,Ramanagara,sugganahalli,kaggalahalli
2022-23,6393,Ramanagara,B0077,C1671,ramanagara,kanakapura,urdu town cluster,kodihalli,kanakapura,Ramanagara,urdu town cluster,kodihalli
2022-23,6063,Ramanagara,B0077,C1720,ramanagara,kanakapura,yalachavadi,yalachavadi,kanakapura,Ramanagara,yalachavadi,yalachavadi
2022-23,1045,Ramanagara,B0112,C0161,ramanagara,ramanagara,bannikuppe(b),bannikuppe,ramanagara,Ramanagara,bannikuppe(b),bannikuppe
2022-23,1338,Ramanagara,B0112,C0249,ramanagara,ramanagara,bilagumba,bilagumba,ramanagara,Ramanagara,bilagumba,bilagumba
2022-23,1307,Ramanagara,B0112,C0279,ramanagara,ramanagara,byramangala,bhyramangala,ramanagara,Ramanagara,byramangala,bhyramangala
2022-23,2471,Ramanagara,B0112,C0615,ramanagara,ramanagara,harisandra,harisandra,ramanagara,Ramanagara,harisandra,harisandra
2022-23,3020,Ramanagara,B0112,C0774,ramanagara,ramanagara,jalamangala,jalamangala,ramanagara,Ramanagara,jalamangala,jalamangala
2022-23,3982,Ramanagara,B0112,C0835,ramanagara,ramanagara,kailancha,kylancha,ramanagara,Ramanagara,kailancha,kylancha
2022-23,4388,Ramanagara,B0112,C1172,ramanagara,ramanagara,mayaganahalli,mayaganahalli,ramanagara,Ramanagara,mayaganahalli,mayaganahalli
2022-23,5392,Ramanagara,B0112,C1479,ramanagara,ramanagara,shanuboganahalli,shyanubhoganahalli,ramanagara,Ramanagara,shanuboganahalli,shyanubhoganahalli
2022-23,5994,Ramanagara,B0112,C1696,ramanagara,ramanagara,vibhutikere,vibhuthikere,ramanagara,Ramanagara,vibhutikere,vibhuthikere
2022-23,6309,Yadgir,B0141,C0984,yadagiri,yadgir,konkal,konkal,yadgir,Yadgir,konkal,konkal
2022-23,1179,Yadgir,B0141,C1427,yadagiri,yadgir,saidapur,belguda,yadgir,Yadgir,saidapur,belguda
2022-23,4481,Yadgir,B0141,C0475,yadagiri,yadgir,gajarkot,motnalli,yadgir,Yadgir,gajarkot,motnalli
2022-23,6220,Yadgir,B0141,C0885,yadagiri,yadgir,kandakoor,yempad,yadgir,Yadgir,kandakoor,yempad
2022-23,2742,Yadgir,B0141,C0686,yadagiri,yadgir,honagera,hongera,yadgir,Yadgir,honagera,hongera
2022-23,6114,Yadgir,B0141,C1751,yadagiri,yadgir,yergole,yargole,yadgir,Yadgir,yergole,yargole
2022-23,2516,Yadgir,B0141,C0627,yadagiri,yadgir,hattikuni,hattikuni,yadgir,Yadgir,hattikuni,hattikuni
2022-23,1546,Yadgir,B0141,C0305,yadagiri,yadgir,chapetla,chepetla,yadgir,Yadgir,chapetla,chepetla
2022-23,2023,Yadgir,B0141,C0475,yadagiri,yadgir,gajarkot,gajarkot,yadgir,Yadgir,gajarkot,gajarkot
2022-23,4443,Yadgir,B0141,C0076,yadagiri,yadgir,anpur,minasapur,yadgir,Yadgir,anpur,minasapur
2022-23,6083,Yadgir,B0141,C1744,yadagiri,yadgir,yelheri,yalleheri,yadgir,Yadgir,yelheri,yalleheri
2022-23,1644,Yadgir,B0141,C0984,yadagiri,yadgir,konkal,chinnakar,yadgir,Yadgir,konkal,chinnakar
2022-23,6650,Yadgir,B0141,C1394,yadagiri,yadgir,ramsamudra,mundaragi,yadgir,Yadgir,ramsamudra,mundaragi
2022-23,5688,Yadgir,B0141,C0636,yadagiri,yadgir,hedgimadra,thanagundi,yadgir,Yadgir,hedgimadra,thanagundi
2022-23,804,Yadgir,B0141,C0079,yadagiri,yadgir,arakera(k),arkera (k),yadgir,Yadgir,arakera(k),arkera (k)
2022-23,5089,Yadgir,B0141,C1394,yadagiri,yadgir,ramsamudra,ramsamudra,yadgir,Yadgir,ramsamudra,ramsamudra
2022-23,3606,Yadgir,B0141,C0137,yadagiri,yadgir,balichakra,killankera,yadgir,Yadgir,balichakra,killankera
2022-23,6085,Yadgir,B0141,C1086,yadagiri,yadgir,madhawar,yalsatti,yadgir,Yadgir,madhawar,yalsatti
2022-23,802,Yadgir,B0141,C0636,yadagiri,yadgir,hedgimadra,arkera (b),yadgir,Yadgir,hedgimadra,arkera (b)
2022-23,6361,Yadgir,B0141,C1427,yadagiri,yadgir,saidapur,saidapur,yadgir,Yadgir,saidapur,saidapur
2022-23,915,Yadgir,B0141,C0120,yadagiri,yadgir,badiyal,badiyal,yadgir,Yadgir,badiyal,badiyal
2022-23,3368,Yadgir,B0141,C0885,yadagiri,yadgir,kandakoor,kandkur,yadgir,Yadgir,kandakoor,kandkur
2022-23,4100,Yadgir,B0141,C1086,yadagiri,yadgir,madhawar,madhwar,yadgir,Yadgir,madhawar,madhwar
2022-23,3514,Yadgir,B0141,C1104,yadagiri,yadgir,malhar,kawloor,yadgir,Yadgir,malhar,kawloor
2022-23,4511,Yadgir,B0141,C1714,yadagiri,yadgir,yadgir station,mudnal,yadgir,Yadgir,yadgir station,mudnal
2022-23,3252,Yadgir,B0141,C1744,yadagiri,yadgir,yelheri,kalebelgunda,yadgir,Yadgir,yelheri,kalebelgunda
2022-23,6031,Yadgir,B0141,C1713,yadagiri,yadgir,yadgir rural,warknalli,yadgir,Yadgir,yadgir rural,warknalli
2022-23,6361,Yadgir,B0141,C0120,yadagiri,yadgir,badiyal,saidapur,yadgir,Yadgir,badiyal,saidapur
2022-23,1489,Yadgir,B0141,C1370,yadagiri,yadgir,putpak,chandarki,yadgir,Yadgir,putpak,chandarki
2022-23,574,Yadgir,B0141,C0105,yadagiri,yadgir,azalapur,ajlapur,yadgir,Yadgir,azalapur,ajlapur
2022-23,4176,Yadgir,B0141,C1104,yadagiri,yadgir,malhar,malhar,yadgir,Yadgir,malhar,malhar
2022-23,2356,Yadgir,B0141,C0079,yadagiri,yadgir,arakera(k),halligera,yadgir,Yadgir,arakera(k),halligera
2022-23,802,Yadgir,B0141,C1751,yadagiri,yadgir,yergole,arkera (b),yadgir,Yadgir,yergole,arkera (b)
2022-23,3218,Yadgir,B0141,C0305,yadagiri,yadgir,chapetla,kakalwar,yadgir,Yadgir,chapetla,kakalwar
2022-23,625,Yadgir,B0141,C0037,yadagiri,yadgir,allipur,allipur,yadgir,Yadgir,allipur,allipur
2022-23,625,Yadgir,B0141,C0627,yadagiri,yadgir,hattikuni,allipur,yadgir,Yadgir,hattikuni,allipur
2022-23,4443,Yadgir,B0141,C0984,yadagiri,yadgir,konkal,minasapur,yadgir,Yadgir,konkal,minasapur
2022-23,3178,Yadgir,B0141,C0828,yadagiri,yadgir,kadechur,kadechur,yadgir,Yadgir,kadechur,kadechur
2022-23,4967,Yadgir,B0141,C0885,yadagiri,yadgir,kandakoor,paspool,yadgir,Yadgir,kandakoor,paspool
2022-23,5032,Yadgir,B0141,C1370,yadagiri,yadgir,putpak,putpak,yadgir,Yadgir,putpak,putpak
2022-23,3008,Yadgir,B0141,C0076,yadagiri,yadgir,anpur,jaigram,yadgir,Yadgir,anpur,jaigram
2022-23,6263,Yadgir,B0141,C0686,yadagiri,yadgir,honagera,bandalli,yadgir,Yadgir,honagera,bandalli
2022-23,4967,Yadgir,B0141,C1744,yadagiri,yadgir,yelheri,paspool,yadgir,Yadgir,yelheri,paspool
2022-23,690,Yadgir,B0141,C0076,yadagiri,yadgir,anpur,anapur,yadgir,Yadgir,anpur,anapur
2022-23,802,Yadgir,B0141,C0037,yadagiri,yadgir,allipur,arkera (b),yadgir,Yadgir,allipur,arkera (b)
2022-23,6031,Yadgir,B0141,C1104,yadagiri,yadgir,malhar,warknalli,yadgir,Yadgir,malhar,warknalli
2022-23,3008,Yadgir,B0141,C0105,yadagiri,yadgir,azalapur,jaigram,yadgir,Yadgir,azalapur,jaigram
2022-23,6031,Yadgir,B0141,C1394,yadagiri,yadgir,ramsamudra,warknalli,yadgir,Yadgir,ramsamudra,warknalli
2022-23,3606,Yadgir,B0141,C1086,yadagiri,yadgir,madhawar,killankera,yadgir,Yadgir,madhawar,killankera
2022-23,574,Yadgir,B0141,C0828,yadagiri,yadgir,kadechur,ajlapur,yadgir,Yadgir,kadechur,ajlapur
2022-23,563,Yadgir,B0120,C0630,yadagiri,shahapur,hayyal (b),aikur,shahapur,Yadgir,hayyal (b),aikur
2022-23,1949,Yadgir,B0120,C0443,yadagiri,shahapur,doranahalli,doranahalli,shahapur,Yadgir,doranahalli,doranahalli
2022-23,5103,Yadgir,B0120,C1425,yadagiri,shahapur,sagar,rastapur,shahapur,Yadgir,sagar,rastapur
2022-23,2113,Yadgir,B0120,C0508,yadagiri,shahapur,gogi,gogi (k),shahapur,Yadgir,gogi,gogi (k)
2022-23,6019,Yadgir,B0120,C1706,yadagiri,shahapur,wanadurga,wanadurga,shahapur,Yadgir,wanadurga,wanadurga
2022-23,2228,Yadgir,B0120,C1294,yadagiri,shahapur,naykal,gulsaram,shahapur,Yadgir,naykal,gulsaram
2022-23,5893,Yadgir,B0120,C0576,yadagiri,shahapur,halgera,ullesugur,shahapur,Yadgir,halgera,ullesugur
2022-23,675,Yadgir,B0120,C1492,yadagiri,shahapur,shirwal,anabi,shahapur,Yadgir,shirwal,anabi
2022-23,2514,Yadgir,B0120,C0626,yadagiri,shahapur,hattigudur,hattigudur,shahapur,Yadgir,hattigudur,hattigudur
2022-23,3749,Yadgir,B0120,C0630,yadagiri,shahapur,hayyal (b),konkal,shahapur,Yadgir,hayyal (b),konkal
2022-23,6679,Yadgir,B0120,C0306,yadagiri,shahapur,chatnalli,chatnalli,shahapur,Yadgir,chatnalli,chatnalli
2022-23,2525,Yadgir,B0120,C0630,yadagiri,shahapur,hayyal (b),hayyal (b),shahapur,Yadgir,hayyal (b),hayyal (b)
2022-23,2128,Yadgir,B0120,C0250,yadagiri,shahapur,bilhar,gonal,shahapur,Yadgir,bilhar,gonal
2022-23,1342,Yadgir,B0120,C0250,yadagiri,shahapur,bilhar,bilhar,shahapur,Yadgir,bilhar,bilhar
2022-23,6009,Yadgir,B0120,C1702,yadagiri,shahapur,wadagera,wadagera,shahapur,Yadgir,wadagera,wadagera
2022-23,2914,Yadgir,B0120,C0306,yadagiri,shahapur,chatnalli,ibrahimpur (y),shahapur,Yadgir,chatnalli,ibrahimpur (y)
2022-23,2320,Yadgir,B0120,C0576,yadagiri,shahapur,halgera,halagera,shahapur,Yadgir,halgera,halagera
2022-23,2114,Yadgir,B0120,C1251,yadagiri,shahapur,naganatagi,gogi (p),shahapur,Yadgir,naganatagi,gogi (p)
2022-23,6009,Yadgir,B0120,C0250,yadagiri,shahapur,bilhar,wadagera,shahapur,Yadgir,bilhar,wadagera
2022-23,5586,Yadgir,B0120,C1561,yadagiri,shahapur,tadibidi,t. wadagera,shahapur,Yadgir,tadibidi,t. wadagera
2022-23,2894,Yadgir,B0120,C1492,yadagiri,shahapur,shirwal,hurasagundagi,shahapur,Yadgir,shirwal,hurasagundagi
2022-23,3224,Yadgir,B0120,C1706,yadagiri,shahapur,wanadurga,kakkasgera,shahapur,Yadgir,wanadurga,kakkasgera
2022-23,3932,Yadgir,B0120,C1039,yadagiri,shahapur,kurkunda,kurkunda,shahapur,Yadgir,kurkunda,kurkunda
2022-23,2810,Yadgir,B0120,C0113,yadagiri,shahapur,b.gudi,hothpeth,shahapur,Yadgir,b.gudi,hothpeth
2022-23,5884,Yadgir,B0120,C1640,yadagiri,shahapur,ukkinal,ukkinal,shahapur,Yadgir,ukkinal,ukkinal
2022-23,4644,Yadgir,B0120,C1251,yadagiri,shahapur,naganatagi,naganatagi,shahapur,Yadgir,naganatagi,naganatagi
2022-23,4485,Yadgir,B0120,C1085,yadagiri,shahapur,maddarki,mudabool,shahapur,Yadgir,maddarki,mudabool
2022-23,563,Yadgir,B0120,C1039,yadagiri,shahapur,kurkunda,aikur,shahapur,Yadgir,kurkunda,aikur
2022-23,5370,Yadgir,B0120,C1492,yadagiri,shahapur,shirwal,shirwal,shahapur,Yadgir,shirwal,shirwal
2022-23,1221,Yadgir,B0120,C0209,yadagiri,shahapur,bendebembali,bendebembali,shahapur,Yadgir,bendebembali,bendebembali
2022-23,5825,Yadgir,B0120,C0209,yadagiri,shahapur,bendebembali,tumakur,shahapur,Yadgir,bendebembali,tumakur
2022-23,3165,Yadgir,B0120,C1039,yadagiri,shahapur,kurkunda,kadamgera (b),shahapur,Yadgir,kurkunda,kadamgera (b)
2022-23,1125,Yadgir,B0120,C0626,yadagiri,shahapur,hattigudur,beeranoor,shahapur,Yadgir,hattigudur,beeranoor
2022-23,4775,Yadgir,B0120,C1294,yadagiri,shahapur,naykal,naykal,shahapur,Yadgir,naykal,naykal
2022-23,2894,Yadgir,B0120,C0306,yadagiri,shahapur,chatnalli,hurasagundagi,shahapur,Yadgir,chatnalli,hurasagundagi
2022-23,935,Yadgir,B0123,C0891,yadagiri,shorapur,kannelli,baichbal,shorapur,Yadgir,kannelli,baichbal
2022-23,2578,Yadgir,B0123,C1057,yadagiri,shorapur,laxmipur,hemnoor,shorapur,Yadgir,laxmipur,hemnoor
2022-23,5947,Yadgir,B0123,C1686,yadagiri,shorapur,vajjal,vajjal,shorapur,Yadgir,vajjal,vajjal
2022-23,550,Yadgir,B0123,C1203,yadagiri,shorapur,mudanoor,agni,shorapur,Yadgir,mudanoor,agni
2022-23,3140,Yadgir,B0123,C0402,yadagiri,shorapur,devatkal,kachaknoor,shorapur,Yadgir,devatkal,kachaknoor
2022-23,3310,Yadgir,B0123,C0133,yadagiri,shorapur,balashettihal,kamanatagi,shorapur,Yadgir,balashettihal,kamanatagi
2022-23,803,Yadgir,B0123,C0543,yadagiri,shorapur,gundalgera,arkera (j),shorapur,Yadgir,gundalgera,arkera (j)
2022-23,6204,Yadgir,B0123,C1252,yadagiri,shorapur,naganur,kiradalli,shorapur,Yadgir,naganur,kiradalli
2022-23,3140,Yadgir,B0123,C0891,yadagiri,shorapur,kannelli,kachaknoor,shorapur,Yadgir,kannelli,kachaknoor
2022-23,4296,Yadgir,B0123,C1145,yadagiri,shorapur,maranal,maranal,shorapur,Yadgir,maranal,maranal
2022-23,6062,Yadgir,B0123,C1719,yadagiri,shorapur,yaktapur,yaktapur,shorapur,Yadgir,yaktapur,yaktapur
2022-23,6204,Yadgir,B0123,C0921,yadagiri,shorapur,kembhavi,kiradalli,shorapur,Yadgir,kembhavi,kiradalli
2022-23,938,Yadgir,B0123,C0495,yadagiri,shorapur,geddalmari,bailakunti,shorapur,Yadgir,geddalmari,bailakunti
2022-23,2080,Yadgir,B0123,C0495,yadagiri,shorapur,geddalmari,geddalmari,shorapur,Yadgir,geddalmari,geddalmari
2022-23,1816,Yadgir,B0123,C1057,yadagiri,shorapur,laxmipur,devikera,shorapur,Yadgir,laxmipur,devikera
2022-23,1056,Yadgir,B0123,C0948,yadagiri,shorapur,kodekal,baradevnal,shorapur,Yadgir,kodekal,baradevnal
2022-23,4182,Yadgir,B0123,C1108,yadagiri,shorapur,malla (b),malla (b),shorapur,Yadgir,malla (b),malla (b)
2022-23,1786,Yadgir,B0123,C0389,yadagiri,shorapur,devapur,devapur,shorapur,Yadgir,devapur,devapur
2022-23,610,Yadgir,B0123,C0389,yadagiri,shorapur,devapur,aldal,shorapur,Yadgir,devapur,aldal
2022-23,5051,Yadgir,B0123,C1381,yadagiri,shorapur,rajankolur,rajankollur,shorapur,Yadgir,rajankolur,rajankollur
2022-23,3589,Yadgir,B0123,C1413,yadagiri,shorapur,rukmapur,khanapur .s.h,shorapur,Yadgir,rukmapur,khanapur .s.h
2022-23,4161,Yadgir,B0123,C0731,yadagiri,shorapur,hunasagi,malanoor,shorapur,Yadgir,hunasagi,malanoor
2022-23,2080,Yadgir,B0123,C0143,yadagiri,shorapur,banadoddi,geddalmari,shorapur,Yadgir,banadoddi,geddalmari
2022-23,6215,Yadgir,B0123,C1057,yadagiri,shorapur,laxmipur,arkera (k),shorapur,Yadgir,laxmipur,arkera (k)
2022-23,4174,Yadgir,B0123,C0903,yadagiri,shorapur,kardakal,malgatti,shorapur,Yadgir,kardakal,malgatti
2022-23,4512,Yadgir,B0123,C1203,yadagiri,shorapur,mudanoor,mudnoor (k),shorapur,Yadgir,mudanoor,mudnoor (k)
2022-23,1806,Yadgir,B0123,C0399,yadagiri,shorapur,devargonal,devargonal,shorapur,Yadgir,devargonal,devargonal
2022-23,6417,Yadgir,B0123,C1284,yadagiri,shorapur,narayanpur,narayanpur,shorapur,Yadgir,narayanpur,narayanpur
2022-23,4161,Yadgir,B0123,C0133,yadagiri,shorapur,balashettihal,malanoor,shorapur,Yadgir,balashettihal,malanoor
2022-23,4182,Yadgir,B0123,C1252,yadagiri,shorapur,naganur,malla (b),shorapur,Yadgir,naganur,malla (b)
2022-23,3701,Yadgir,B0123,C0543,yadagiri,shorapur,gundalgera,kolihal,shorapur,Yadgir,gundalgera,kolihal
2022-23,2530,Yadgir,B0123,C1686,yadagiri,shorapur,vajjal,hebbal (b),shorapur,Yadgir,vajjal,hebbal (b)
2022-23,3424,Yadgir,B0123,C0903,yadagiri,shorapur,kardakal,karadkal,shorapur,Yadgir,kardakal,karadkal
2022-23,938,Yadgir,B0123,C0133,yadagiri,shorapur,balashettihal,bailakunti,shorapur,Yadgir,balashettihal,bailakunti
2022-23,3082,Yadgir,B0123,C0495,yadagiri,shorapur,geddalmari,jogundbhavi,shorapur,Yadgir,geddalmari,jogundbhavi
2022-23,1811,Yadgir,B0123,C0402,yadagiri,shorapur,devatkal,devatkal,shorapur,Yadgir,devatkal,devatkal
2022-23,3082,Yadgir,B0123,C1284,yadagiri,shorapur,narayanpur,jogundbhavi,shorapur,Yadgir,narayanpur,jogundbhavi
2022-23,5777,Yadgir,B0123,C1616,yadagiri,shorapur,tinthani,tinthani,shorapur,Yadgir,tinthani,tinthani
2022-23,1992,Yadgir,B0123,C1108,yadagiri,shorapur,malla (b),evoor,shorapur,Yadgir,malla (b),evoor
2022-23,5519,Yadgir,B0123,C1413,yadagiri,shorapur,rukmapur,sugoor,shorapur,Yadgir,rukmapur,sugoor
2022-23,550,Yadgir,B0123,C1719,yadagiri,shorapur,yaktapur,agni,shorapur,Yadgir,yaktapur,agni
2022-23,2559,Yadgir,B0123,C0903,yadagiri,shorapur,kardakal,hegganadoddi,shorapur,Yadgir,kardakal,hegganadoddi
2022-23,1056,Yadgir,B0123,C1145,yadagiri,shorapur,maranal,baradevnal,shorapur,Yadgir,maranal,baradevnal
2022-23,2305,Yadgir,B0123,C0948,yadagiri,shorapur,kodekal,hagaratagi,shorapur,Yadgir,kodekal,hagaratagi
2022-23,3653,Yadgir,B0123,C1381,yadagiri,shorapur,rajankolur,kodekal,shorapur,Yadgir,rajankolur,kodekal
2022-23,4997,Yadgir,B0123,C0891,yadagiri,shorapur,kannelli,peth ammapur,shorapur,Yadgir,kannelli,peth ammapur
2022-23,4997,Yadgir,B0123,C1362,yadagiri,shorapur,pethammapur,peth ammapur,shorapur,Yadgir,pethammapur,peth ammapur
2022-23,6066,Yadgir,B0123,C1108,yadagiri,shorapur,malla (b),yalagi,shorapur,Yadgir,malla (b),yalagi
2022-23,3653,Yadgir,B0123,C0948,yadagiri,shorapur,kodekal,kodekal,shorapur,Yadgir,kodekal,kodekal
2022-23,3082,Yadgir,B0123,C1145,yadagiri,shorapur,maranal,jogundbhavi,shorapur,Yadgir,maranal,jogundbhavi
2022-23,3589,Yadgir,B0123,C0389,yadagiri,shorapur,devapur,khanapur .s.h,shorapur,Yadgir,devapur,khanapur .s.h
2022-23,4673,Yadgir,B0123,C1252,yadagiri,shorapur,naganur,nagnoor,shorapur,Yadgir,naganur,nagnoor
2022-23,2559,Yadgir,B0123,C1252,yadagiri,shorapur,naganur,hegganadoddi,shorapur,Yadgir,naganur,hegganadoddi
2022-23,3140,Yadgir,B0123,C1362,yadagiri,shorapur,pethammapur,kachaknoor,shorapur,Yadgir,pethammapur,kachaknoor
2022-23,4512,Yadgir,B0123,C0921,yadagiri,shorapur,kembhavi,mudnoor (k),shorapur,Yadgir,kembhavi,mudnoor (k)
2022-23,610,Yadgir,B0123,C1362,yadagiri,shorapur,pethammapur,aldal,shorapur,Yadgir,pethammapur,aldal
2022-23,938,Yadgir,B0123,C1381,yadagiri,shorapur,rajankolur,bailakunti,shorapur,Yadgir,rajankolur,bailakunti
2022-23,1992,Yadgir,B0123,C1252,yadagiri,shorapur,naganur,evoor,shorapur,Yadgir,naganur,evoor
2022-23,1786,Yadgir,B0123,C1616,yadagiri,shorapur,tinthani,devapur,shorapur,Yadgir,tinthani,devapur
2022-23,2530,Yadgir,B0123,C0402,yadagiri,shorapur,devatkal,hebbal (b),shorapur,Yadgir,devatkal,hebbal (b)
2022-23,1811,Yadgir,B0123,C1616,yadagiri,shorapur,tinthani,devatkal,shorapur,Yadgir,tinthani,devatkal
2022-23,3310,Yadgir,B0123,C0731,yadagiri,shorapur,hunasagi,kamanatagi,shorapur,Yadgir,hunasagi,kamanatagi
2022-23,803,Yadgir,B0123,C1203,yadagiri,shorapur,mudanoor,arkera (j),shorapur,Yadgir,mudanoor,arkera (j)
2022-23,3424,Yadgir,B0123,C0921,yadagiri,shorapur,kembhavi,karadkal,shorapur,Yadgir,kembhavi,karadkal
2022-23,5519,Yadgir,B0123,C1057,yadagiri,shorapur,laxmipur,sugoor,shorapur,Yadgir,laxmipur,sugoor
2022-23,4815,Mysuru,B0104,C0421,mysuru,nanjanagud,dodda kavalande,nerale,nanjanagud,Mysuru,dodda kavalande,nerale
2022-23,5361,Mysuru,B0104,C0638,mysuru,nanjanagud,heggadahalli,shirmalli,nanjanagud,Mysuru,heggadahalli,shirmalli
2022-23,2576,Mysuru,B0104,C0643,mysuru,nanjanagud,hemmaragala,hemmaragala,nanjanagud,Mysuru,hemmaragala,hemmaragala
2022-23,2298,Mysuru,B0104,C0720,mysuru,nanjanagud,hulimavu,hadinaru,nanjanagud,Mysuru,hulimavu,hadinaru
2022-23,2841,Mysuru,B0104,C0720,mysuru,nanjanagud,hulimavu,hulimavu,nanjanagud,Mysuru,hulimavu,hulimavu
2022-23,2847,Mysuru,B0104,C0724,mysuru,nanjanagud,hullahalli,hulla halli,nanjanagud,Mysuru,hullahalli,hulla halli
2022-23,3238,Mysuru,B0104,C0843,mysuru,nanjanagud,kalale,kalale,nanjanagud,Mysuru,kalale,kalale
2022-23,5568,Mysuru,B0104,C1551,mysuru,nanjanagud,sutturu,sutturu,nanjanagud,Mysuru,sutturu,sutturu
2022-23,5674,Mysuru,B0104,C1586,mysuru,nanjanagud,thagadur,thagadur,nanjanagud,Mysuru,thagadur,thagadur
2022-23,3539,Mysuru,B0104,C1591,mysuru,nanjanagud,thandava pura,kempi siddana hundi,nanjanagud,Mysuru,thandava pura,kempi siddana hundi
2022-23,5574,Mysuru,B0133,C0283,mysuru,t.n.pura,c b hundi,t doddapura,t.n.pura,Mysuru,c b hundi,t doddapura
2022-23,1866,Mysuru,B0133,C0319,mysuru,t.n.pura,chidaravalli,dodda hebbagilu,t.n.pura,Mysuru,chidaravalli,dodda hebbagilu
2022-23,5761,Mysuru,B0133,C2078,mysuru,t.n.pura,halekempayyanahundi,thumbala,t.n.pura,Mysuru,halekempayyanahundi,thumbala
2022-23,3598,Mysuru,B0133,C0934,mysuru,t.n.pura,kethupura,khethupura,t.n.pura,Mysuru,kethupura,khethupura
2022-23,4179,Mysuru,B0133,C0934,mysuru,t.n.pura,kethupura,maliyuru,t.n.pura,Mysuru,kethupura,maliyuru
2022-23,3638,Mysuru,B0133,C0946,mysuru,t.n.pura,kodagahalli,kodaga halli,t.n.pura,Mysuru,kodagahalli,kodaga halli
2022-23,5574,Mysuru,B0133,C2379,mysuru,t.n.pura,madhapura,t doddapura,t.n.pura,Mysuru,madhapura,t doddapura
2022-23,2569,Mysuru,B0133,C1106,mysuru,t.n.pura,maliyur,hegguru,t.n.pura,Mysuru,maliyur,hegguru
2022-23,4179,Mysuru,B0133,C1106,mysuru,t.n.pura,maliyur,maliyuru,t.n.pura,Mysuru,maliyur,maliyuru
2022-23,5574,Mysuru,B0133,C1200,mysuru,t.n.pura,mseehalli,t doddapura,t.n.pura,Mysuru,mseehalli,t doddapura
2022-23,4531,Mysuru,B0133,C2450,mysuru,t.n.pura,muguru,muguru,t.n.pura,Mysuru,muguru,muguru
2022-23,6675,Mysuru,B0133,C1395,mysuru,t.n.pura,rangasamudra,rangasamudra,t.n.pura,Mysuru,rangasamudra,rangasamudra
2022-23,6305,Mysuru,B0133,C1530,mysuru,t.n.pura,sosale,somanathapura,t.n.pura,Mysuru,sosale,somanathapura
2022-23,5492,Mysuru,B0133,C1530,mysuru,t.n.pura,sosale,sosale,t.n.pura,Mysuru,sosale,sosale
2022-23,5678,Mysuru,B0133,C1564,mysuru,t.n.pura,talakadu,thala kadu,t.n.pura,Mysuru,talakadu,thala kadu
2022-23,2072,Mysuru,B0133,C1710,mysuru,t.n.pura,yadadore,gargeswari,t.n.pura,Mysuru,yadadore,gargeswari
2022-23,889,Uttara Kannada,B0101,C0117,uttara kannada sirsi,mundagod,bachanaki,bachanaki,mundagod,Uttara Kannada,bachanaki,bachanaki
2022-23,5166,Uttara Kannada,B0101,C0320,uttara kannada sirsi,mundagod,chigalli,salagau,mundagod,Uttara Kannada,chigalli,salagau
