Year,GP_ID,canonical_district,block_id,cluster_id,District,Block,Cluster,GP,block_name,block_district,cluster_name,gp_name
2022-23,5171,Kalaburagi,B0033,C0382,kalaburgi,chincholi,degalmadi,salebeernalli,chincholi,Kalaburagi,degalmadi,salebeernalli
2022-23,3055,Kalaburagi,B0033,C0469,kalaburgi,chincholi,gadikeshwar,jattur,chincholi,Kalaburagi,gadikeshwar,jattur
2022-23,4459,Kalaburagi,B0033,C1414,kalaburgi,chincholi,rummangud,mogha,chincholi,Kalaburagi,rummangud,mogha
2022-23,3909,Kalaburagi,B0033,C1311,kalaburgi,chincholi,nidgunda,kupnoor,chincholi,Kalaburagi,nidgunda,kupnoor
2022-23,5003,Kalaburagi,B0033,C1188,kalaburgi,chincholi,miryan,polakpalli,chincholi,Kalaburagi,miryan,polakpalli
2022-23,3055,Kalaburagi,B0033,C1311,kalaburgi,chincholi,nidgunda,jattur,chincholi,Kalaburagi,nidgunda,jattur
2022-23,1631,Kalaburagi,B0033,C0347,kalaburgi,chincholi,chimmaidalai,chimmaidalai,chincholi,Kalaburagi,chimmaidalai,chimmaidalai
2022-23,3562,Kalaburagi,B0033,C1311,kalaburgi,chincholi,nidgunda,kerolli,chincholi,Kalaburagi,nidgunda,kerolli
2022-23,4841,Kalaburagi,B0033,C1311,kalaburgi,chincholi,nidgunda,nidgunda,chincholi,Kalaburagi,nidgunda,nidgunda
2022-23,4449,Kalaburagi,B0033,C1188,kalaburgi,chincholi,miryan,miryan,chincholi,Kalaburagi,miryan,miryan
2022-23,2070,Kalaburagi,B0033,C0347,kalaburgi,chincholi,chimmaidalai,garampalli,chincholi,Kalaburagi,chimmaidalai,garampalli
2022-23,5527,Kalaburagi,B0033,C1539,kalaburgi,chincholi,sulepeth urdu,sulepeth,chincholi,Kalaburagi,sulepeth urdu,sulepeth
2022-23,2070,Kalaburagi,B0033,C0382,kalaburgi,chincholi,degalmadi,garampalli,chincholi,Kalaburagi,degalmadi,garampalli
2022-23,1542,Kalaburagi,B0033,C1539,kalaburgi,chincholi,sulepeth urdu,chengata,chincholi,Kalaburagi,sulepeth urdu,chengata
2022-23,3382,Kalaburagi,B0033,C0350,kalaburgi,chincholi,chincholi urdu,kankpur,chincholi,Kalaburagi,chincholi urdu,kankpur
2022-23,1741,Kalaburagi,B0002,C0450,kalaburgi,aland,durga siroor,darga siroor,aland,Kalaburagi,durga siroor,darga siroor
2022-23,6183,Kalaburagi,B0002,C0451,kalaburgi,aland,duttargaon,dannuru,aland,Kalaburagi,duttargaon,dannuru
2022-23,5134,Kalaburagi,B0002,C0935,kalaburgi,aland,khajuri,rudrawadi,aland,Kalaburagi,khajuri,rudrawadi
2022-23,605,Kalaburagi,B0002,C0676,kalaburgi,aland,hodalur,alanga,aland,Kalaburagi,hodalur,alanga
2022-23,5248,Kalaburagi,B0002,C1454,kalaburgi,aland,sarsamba,sarsamba,aland,Kalaburagi,sarsamba,sarsamba
2022-23,2290,Kalaburagi,B0002,C1740,kalaburgi,aland,yelasangi,hadalgi,aland,Kalaburagi,yelasangi,hadalgi
2022-23,3071,Kalaburagi,B0002,C0796,kalaburgi,aland,jidaga,jidga,aland,Kalaburagi,jidaga,jidga
2022-23,4868,Kalaburagi,B0002,C1161,kalaburgi,aland,mataki,nirgudi,aland,Kalaburagi,mataki,nirgudi
2022-23,1162,Kalaburagi,B0002,C1432,kalaburgi,aland,salagar (v.k.),belamagi,aland,Kalaburagi,salagar (v.k.),belamagi
2022-23,5600,Kalaburagi,B0002,C1559,kalaburgi,aland,tadakal,tadkal,aland,Kalaburagi,tadakal,tadkal
2022-23,3986,Kalaburagi,B0002,C0046,kalaburgi,aland,ambalaga,ladmugali,aland,Kalaburagi,ambalaga,ladmugali
2022-23,6177,Kalaburagi,B0002,C1466,kalaburgi,aland,savaleshwar,hebali,aland,Kalaburagi,savaleshwar,hebali
2022-23,4106,Kalaburagi,B0002,C1740,kalaburgi,aland,yelasangi,madiyal,aland,Kalaburagi,yelasangi,madiyal
2022-23,6172,Kalaburagi,B0002,C0238,kalaburgi,aland,bhusanoor,hittal siroor,aland,Kalaburagi,bhusanoor,hittal siroor
2022-23,1303,Kalaburagi,B0002,C0238,kalaburgi,aland,bhusanoor,bhusnoor,aland,Kalaburagi,bhusanoor,bhusnoor
2022-23,3511,Kalaburagi,B0002,C0796,kalaburgi,aland,jidaga,kawalga,aland,Kalaburagi,jidaga,kawalga
2022-23,3614,Kalaburagi,B0002,C1161,kalaburgi,aland,mataki,kinnisultan,aland,Kalaburagi,mataki,kinnisultan
2022-23,4070,Kalaburagi,B0002,C1083,kalaburgi,aland,madanhipparga,madan hipparga,aland,Kalaburagi,madanhipparga,madan hipparga
2022-23,6084,Kalaburagi,B0002,C1740,kalaburgi,aland,yelasangi,yalsangi,aland,Kalaburagi,yelasangi,yalsangi
2022-23,650,Kalaburagi,B0002,C0046,kalaburgi,aland,ambalaga,ambalga,aland,Kalaburagi,ambalaga,ambalga
2022-23,3183,Kalaburagi,B0002,C0823,kalaburgi,aland,kadaganchi,kadganchi,aland,Kalaburagi,kadaganchi,kadganchi
2022-23,3304,Kalaburagi,B0002,C1287,kalaburgi,aland,narona,kamalanagar,aland,Kalaburagi,narona,kamalanagar
2022-23,6177,Kalaburagi,B0002,C1454,kalaburgi,aland,sarsamba,hebali,aland,Kalaburagi,sarsamba,hebali
2022-23,1639,Kalaburagi,B0002,C0349,kalaburgi,aland,chinchansoor,chinchansoor,aland,Kalaburagi,chinchansoor,chinchansoor
2022-23,2687,Kalaburagi,B0002,C0671,kalaburgi,aland,hirolli,hirolli,aland,Kalaburagi,hirolli,hirolli
2022-23,2118,Kalaburagi,B0002,C0823,kalaburgi,aland,kadaganchi,gola (b),aland,Kalaburagi,kadaganchi,gola (b)
2022-23,4915,Kalaburagi,B0002,C1454,kalaburgi,aland,sarsamba,padsawali,aland,Kalaburagi,sarsamba,padsawali
2022-23,6190,Kalaburagi,B0002,C1559,kalaburgi,aland,tadakal,halatadakala,aland,Kalaburagi,tadakal,halatadakala
2022-23,4756,Kalaburagi,B0002,C1287,kalaburgi,aland,narona,narona,aland,Kalaburagi,narona,narona
2022-23,4860,Kalaburagi,B0002,C0450,kalaburgi,aland,durga siroor,nimbal,aland,Kalaburagi,durga siroor,nimbal
2022-23,2362,Kalaburagi,B0002,C1224,kalaburgi,aland,munahalli,hallisalgar,aland,Kalaburagi,munahalli,hallisalgar
2022-23,5499,Kalaburagi,B0002,C0349,kalaburgi,aland,chinchansoor,srichand,aland,Kalaburagi,chinchansoor,srichand
2022-23,2705,Kalaburagi,B0002,C0676,kalaburgi,aland,hodalur,hodloor,aland,Kalaburagi,hodalur,hodloor
2022-23,1822,Kalaburagi,B0002,C1315,kalaburgi,aland,nimbarga,dhangapur,aland,Kalaburagi,nimbarga,dhangapur
2022-23,5556,Kalaburagi,B0002,C0823,kalaburgi,aland,kadaganchi,suntnoor,aland,Kalaburagi,kadaganchi,suntnoor
2022-23,6306,Kalaburagi,B0002,C0676,kalaburgi,aland,hodalur,tadola,aland,Kalaburagi,hodalur,tadola
2022-23,1291,Kalaburagi,B0002,C1287,kalaburgi,aland,narona,bhodan,aland,Kalaburagi,narona,bhodan
2022-23,5280,Kalaburagi,B0002,C1466,kalaburgi,aland,savaleshwar,sawaleshwar,aland,Kalaburagi,savaleshwar,sawaleshwar
2022-23,1969,Kalaburagi,B0002,C0451,kalaburgi,aland,duttargaon,duttargaon,aland,Kalaburagi,duttargaon,duttargaon
2022-23,6182,Kalaburagi,B0002,C0450,kalaburgi,aland,durga siroor,mogha k,aland,Kalaburagi,durga siroor,mogha k
2022-23,3773,Kalaburagi,B0002,C0990,kalaburgi,aland,koralli,koralli,aland,Kalaburagi,koralli,koralli
2022-23,3644,Kalaburagi,B0002,C0451,kalaburgi,aland,duttargaon,kodalhangarga,aland,Kalaburagi,duttargaon,kodalhangarga
2022-23,4552,Kalaburagi,B0002,C1224,kalaburgi,aland,munahalli,munahalli,aland,Kalaburagi,munahalli,munahalli
2022-23,6173,Kalaburagi,B0002,C0823,kalaburgi,aland,kadaganchi,keriambalaga,aland,Kalaburagi,kadaganchi,keriambalaga
2022-23,3644,Kalaburagi,B0002,C1224,kalaburgi,aland,munahalli,kodalhangarga,aland,Kalaburagi,munahalli,kodalhangarga
2022-23,4915,Kalaburagi,B0002,C0671,kalaburgi,aland,hirolli,padsawali,aland,Kalaburagi,hirolli,padsawali
2022-23,4863,Kalaburagi,B0002,C1315,kalaburgi,aland,nimbarga,nimbarga,aland,Kalaburagi,nimbarga,nimbarga
2022-23,1822,Kalaburagi,B0002,C0238,kalaburgi,aland,bhusanoor,dhangapur,aland,Kalaburagi,bhusanoor,dhangapur
2022-23,3587,Kalaburagi,B0002,C0935,kalaburgi,aland,khajuri,khajuri,aland,Kalaburagi,khajuri,khajuri
2022-23,6172,Kalaburagi,B0002,C1315,kalaburgi,aland,nimbarga,hittal siroor,aland,Kalaburagi,nimbarga,hittal siroor
2022-23,6187,Kalaburagi,B0002,C0046,kalaburgi,aland,ambalaga,muddadaga,aland,Kalaburagi,ambalaga,muddadaga
2022-23,6306,Kalaburagi,B0002,C0935,kalaburgi,aland,khajuri,tadola,aland,Kalaburagi,khajuri,tadola
2022-23,5174,Kalaburagi,B0002,C1432,kalaburgi,aland,salagar (v.k.),salgar,aland,Kalaburagi,salagar (v.k.),salgar
2022-23,3986,Kalaburagi,B0002,C1432,kalaburgi,aland,salagar (v.k.),ladmugali,aland,Kalaburagi,salagar (v.k.),ladmugali
2022-23,6182,Kalaburagi,B0002,C0796,kalaburgi,aland,jidaga,mogha k,aland,Kalaburagi,jidaga,mogha k
2022-23,3071,Kalaburagi,B0002,C0238,kalaburgi,aland,bhusanoor,jidga,aland,Kalaburagi,bhusanoor,jidga
2022-23,3071,Kalaburagi,B0002,C1466,kalaburgi,aland,savaleshwar,jidga,aland,Kalaburagi,savaleshwar,jidga
2022-23,3784,Kalaburagi,B0036,C0993,kalaburgi,chittapur,korwar,korwar,chittapur,Kalaburagi,korwar,korwar
2022-23,3366,Kalaburagi,B0036,C0631,kalaburgi,chittapur,hebbal,kandgol,chittapur,Kalaburagi,hebbal,kandgol
2022-23,1283,Kalaburagi,B0036,C0232,kalaburgi,chittapur,bheemanahalli,bheemanahalli,chittapur,Kalaburagi,bheemanahalli,bheemanahalli
2022-23,3149,Kalaburagi,B0036,C0566,kalaburgi,chittapur,halakatta,kadaboor,chittapur,Kalaburagi,halakatta,kadaboor
2022-23,1262,Kalaburagi,B0036,C0542,kalaburgi,chittapur,gundagurthi,bhagodi,chittapur,Kalaburagi,gundagurthi,bhagodi
2022-23,4998,Kalaburagi,B0036,C1363,kalaburgi,chittapur,pethsiroor,peth siroor,chittapur,Kalaburagi,pethsiroor,peth siroor
2022-23,3441,Kalaburagi,B0036,C0038,kalaburgi,chittapur,allolli,kardal,chittapur,Kalaburagi,allolli,kardal
2022-23,627,Kalaburagi,B0036,C0232,kalaburgi,chittapur,bheemanahalli,allur (b),chittapur,Kalaburagi,bheemanahalli,allur (b)
2022-23,4688,Kalaburagi,B0036,C1269,kalaburgi,chittapur,nalwar,nalawar,chittapur,Kalaburagi,nalwar,nalawar
2022-23,6418,Kalaburagi,B0036,C0972,kalaburgi,chittapur,kollur,kollur,chittapur,Kalaburagi,kollur,kollur
2022-23,5053,Kalaburagi,B0036,C0945,kalaburgi,chittapur,kodadoor,rajapur,chittapur,Kalaburagi,kodadoor,rajapur
2022-23,1271,Kalaburagi,B0036,C0224,kalaburgi,chittapur,bhankur,bhankur,chittapur,Kalaburagi,bhankur,bhankur
2022-23,6265,Kalaburagi,B0036,C0972,kalaburgi,chittapur,kollur,rampurahalli,chittapur,Kalaburagi,kollur,rampurahalli
2022-23,4457,Kalaburagi,B0036,C1462,kalaburgi,chittapur,satnoor,mogala,chittapur,Kalaburagi,satnoor,mogala
2022-23,1111,Kalaburagi,B0036,C0085,kalaburgi,chittapur,arankal,bedasur,chittapur,Kalaburagi,arankal,bedasur
2022-23,1938,Kalaburagi,B0036,C0232,kalaburgi,chittapur,bheemanahalli,dongaon,chittapur,Kalaburagi,bheemanahalli,dongaon
2022-23,1846,Kalaburagi,B0036,C1462,kalaburgi,chittapur,satnoor,diggaon,chittapur,Kalaburagi,satnoor,diggaon
2022-23,775,Kalaburagi,B0036,C0085,kalaburgi,chittapur,arankal,arankal,chittapur,Kalaburagi,arankal,arankal
2022-23,3311,Kalaburagi,B0036,C0566,kalaburgi,chittapur,halakatta,kamarwadi,chittapur,Kalaburagi,halakatta,kamarwadi
2022-23,3637,Kalaburagi,B0036,C0945,kalaburgi,chittapur,kodadoor,kodadoor,chittapur,Kalaburagi,kodadoor,kodadoor
2022-23,5109,Kalaburagi,B0036,C1401,kalaburgi,chittapur,ravoor,ravoor,chittapur,Kalaburagi,ravoor,ravoor
2022-23,2986,Kalaburagi,B0036,C0542,kalaburgi,chittapur,gundagurthi,ivani,chittapur,Kalaburagi,gundagurthi,ivani
2022-23,5265,Kalaburagi,B0036,C1462,kalaburgi,chittapur,satnoor,satnoor,chittapur,Kalaburagi,satnoor,satnoor
2022-23,1642,Kalaburagi,B0036,C0631,kalaburgi,chittapur,hebbal,chincholli (h),chittapur,Kalaburagi,hebbal,chincholli (h)
2022-23,2162,Kalaburagi,B0036,C0993,kalaburgi,chittapur,korwar,gotur,chittapur,Kalaburagi,korwar,gotur
2022-23,4336,Kalaburagi,B0036,C1363,kalaburgi,chittapur,pethsiroor,martur,chittapur,Kalaburagi,pethsiroor,martur
2022-23,5217,Kalaburagi,B0036,C0972,kalaburgi,chittapur,kollur,sannati,chittapur,Kalaburagi,kollur,sannati
2022-23,2986,Kalaburagi,B0036,C1583,kalaburgi,chittapur,tengali,ivani,chittapur,Kalaburagi,tengali,ivani
2022-23,5665,Kalaburagi,B0036,C1583,kalaburgi,chittapur,tengali,tengali,chittapur,Kalaburagi,tengali,tengali
2022-23,6252,Kalaburagi,B0036,C1363,kalaburgi,chittapur,pethsiroor,mugalanagaon,chittapur,Kalaburagi,pethsiroor,mugalanagaon
2022-23,5792,Kalaburagi,B0036,C0688,kalaburgi,chittapur,honguntta,tonasanhalli (s),chittapur,Kalaburagi,honguntta,tonasanhalli (s)
2022-23,4055,Kalaburagi,B0036,C1077,kalaburgi,chittapur,madaboola,madabool,chittapur,Kalaburagi,madaboola,madabool
2022-23,775,Kalaburagi,B0036,C1406,kalaburgi,chittapur,revaggi,arankal,chittapur,Kalaburagi,revaggi,arankal
2022-23,3985,Kalaburagi,B0036,C0038,kalaburgi,chittapur,allolli,ladlapur,chittapur,Kalaburagi,allolli,ladlapur
2022-23,2324,Kalaburagi,B0036,C0566,kalaburgi,chittapur,halakatta,halakatta,chittapur,Kalaburagi,halakatta,halakatta
2022-23,595,Kalaburagi,B0036,C0038,kalaburgi,chittapur,allolli,alahalli,chittapur,Kalaburagi,allolli,alahalli
2022-23,3441,Kalaburagi,B0036,C0566,kalaburgi,chittapur,halakatta,kardal,chittapur,Kalaburagi,halakatta,kardal
2022-23,6668,Kalaburagi,B0036,C1406,kalaburgi,chittapur,revaggi,hebbal,chittapur,Kalaburagi,revaggi,hebbal
2022-23,6058,Kalaburagi,B0036,C0232,kalaburgi,chittapur,bheemanahalli,yagapur,chittapur,Kalaburagi,bheemanahalli,yagapur
2022-23,4150,Kalaburagi,B0036,C0224,kalaburgi,chittapur,bhankur,malagatti,chittapur,Kalaburagi,bhankur,malagatti
2022-23,1736,Kalaburagi,B0036,C1583,kalaburgi,chittapur,tengali,dandoti,chittapur,Kalaburagi,tengali,dandoti
2022-23,4055,Kalaburagi,B0036,C0841,kalaburgi,chittapur,kalagi urdu,madabool,chittapur,Kalaburagi,kalagi urdu,madabool
2022-23,6668,Kalaburagi,B0036,C0631,kalaburgi,chittapur,hebbal,hebbal,chittapur,Kalaburagi,hebbal,hebbal
2022-23,2743,Kalaburagi,B0036,C0688,kalaburgi,chittapur,honguntta,hongunta,chittapur,Kalaburagi,honguntta,hongunta
2022-23,6171,Kalaburagi,B0036,C1406,kalaburgi,chittapur,revaggi,shellagi,chittapur,Kalaburagi,revaggi,shellagi
2022-23,3366,Kalaburagi,B0036,C1406,kalaburgi,chittapur,revaggi,kandgol,chittapur,Kalaburagi,revaggi,kandgol
2022-23,2240,Kalaburagi,B0036,C1583,kalaburgi,chittapur,tengali,gundagurthi,chittapur,Kalaburagi,tengali,gundagurthi
2022-23,2240,Kalaburagi,B0036,C1077,kalaburgi,chittapur,madaboola,gundagurthi,chittapur,Kalaburagi,madaboola,gundagurthi
2022-23,1642,Kalaburagi,B0036,C0841,kalaburgi,chittapur,kalagi urdu,chincholli (h),chittapur,Kalaburagi,kalagi urdu,chincholli (h)
2022-23,2240,Kalaburagi,B0036,C0542,kalaburgi,chittapur,gundagurthi,gundagurthi,chittapur,Kalaburagi,gundagurthi,gundagurthi
2022-23,2986,Kalaburagi,B0036,C0841,kalaburgi,chittapur,kalagi urdu,ivani,chittapur,Kalaburagi,kalagi urdu,ivani
2022-23,5665,Kalaburagi,B0036,C0841,kalaburgi,chittapur,kalagi urdu,tengali,chittapur,Kalaburagi,kalagi urdu,tengali
2022-23,4505,Kalaburagi,B0119,C1211,kalaburgi,sedam,mudhol,mudhol,sedam,Kalaburagi,mudhol,mudhol
2022-23,1488,Kalaburagi,B0119,C1198,kalaburgi,sedam,motakpalli,chandapur,sedam,Kalaburagi,motakpalli,chandapur
2022-23,4478,Kalaburagi,B0119,C1198,kalaburgi,sedam,motakpalli,motakpalli,sedam,Kalaburagi,motakpalli,motakpalli
2022-23,2980,Kalaburagi,B0119,C0872,kalaburgi,sedam,kanagadda,itkal,sedam,Kalaburagi,kanagadda,itkal
2022-23,514,Kalaburagi,B0119,C0010,kalaburgi,sedam,adaki,adaki,sedam,Kalaburagi,adaki,adaki
2022-23,2404,Kalaburagi,B0119,C0947,kalaburgi,sedam,kodala,handarki,sedam,Kalaburagi,kodala,handarki
2022-23,1101,Kalaburagi,B0119,C1396,kalaburgi,sedam,ranjol,batgera (b),sedam,Kalaburagi,ranjol,batgera (b)
2022-23,4181,Kalaburagi,B0119,C1107,kalaburgi,sedam,malkhed,malkhed,sedam,Kalaburagi,malkhed,malkhed
2022-23,3856,Kalaburagi,B0119,C1297,kalaburgi,sedam,neelhalli,kukunda,sedam,Kalaburagi,neelhalli,kukunda
2022-23,3665,Kalaburagi,B0119,C1468,kalaburgi,sedam,sedam urdu,kodla,sedam,Kalaburagi,sedam urdu,kodla
2022-23,3665,Kalaburagi,B0119,C0947,kalaburgi,sedam,kodala,kodla,sedam,Kalaburagi,kodala,kodla
2022-23,3011,Kalaburagi,B0119,C0965,kalaburgi,sedam,kolakunda,jakanpalli,sedam,Kalaburagi,kolakunda,jakanpalli
2022-23,5120,Kalaburagi,B0119,C1409,kalaburgi,sedam,ribbanpalli,ribbanpalli,sedam,Kalaburagi,ribbanpalli,ribbanpalli
2022-23,3933,Kalaburagi,B0119,C1040,kalaburgi,sedam,kurkunta,kurkunta,sedam,Kalaburagi,kurkunta,kurkunta
2022-23,1215,Kalaburagi,B0119,C0947,kalaburgi,sedam,kodala,benakanalli,sedam,Kalaburagi,kodala,benakanalli
2022-23,4071,Kalaburagi,B0119,C1082,kalaburgi,sedam,madana,madana,sedam,Kalaburagi,madana,madana
2022-23,5853,Kalaburagi,B0119,C1630,kalaburgi,sedam,udagi,udagi,sedam,Kalaburagi,udagi,udagi
2022-23,4855,Kalaburagi,B0119,C1297,kalaburgi,sedam,neelhalli,nilhalli,sedam,Kalaburagi,neelhalli,nilhalli
2022-23,4015,Kalaburagi,B0119,C1059,kalaburgi,sedam,lingampalli,lingampalli,sedam,Kalaburagi,lingampalli,lingampalli
2022-23,4107,Kalaburagi,B0119,C1040,kalaburgi,sedam,kurkunta,madkal,sedam,Kalaburagi,kurkunta,madkal
2022-23,5098,Kalaburagi,B0119,C1396,kalaburgi,sedam,ranjol,ranjol,sedam,Kalaburagi,ranjol,ranjol
2022-23,4015,Kalaburagi,B0119,C0010,kalaburgi,sedam,adaki,lingampalli,sedam,Kalaburagi,adaki,lingampalli
2022-23,2980,Kalaburagi,B0119,C1198,kalaburgi,sedam,motakpalli,itkal,sedam,Kalaburagi,motakpalli,itkal
2022-23,5662,Kalaburagi,B0119,C0555,kalaburgi,sedam,habala ( t ),telkur,sedam,Kalaburagi,habala ( t ),telkur
2022-23,3856,Kalaburagi,B0119,C0555,kalaburgi,sedam,habala ( t ),kukunda,sedam,Kalaburagi,habala ( t ),kukunda
2022-23,3703,Kalaburagi,B0119,C0965,kalaburgi,sedam,kolakunda,kolkunta,sedam,Kalaburagi,kolakunda,kolkunta
2022-23,5413,Kalaburagi,B0119,C0446,kalaburgi,sedam,duganoor,sindanamadu,sedam,Kalaburagi,duganoor,sindanamadu
2022-23,4394,Kalaburagi,B0119,C0872,kalaburgi,sedam,kanagadda,medak,sedam,Kalaburagi,kanagadda,medak
2022-23,6037,Kalaburagi,B0119,C0555,kalaburgi,sedam,habala ( t ),yadaga,sedam,Kalaburagi,habala ( t ),yadaga
2022-23,3330,Kalaburagi,B0119,C0872,kalaburgi,sedam,kanagadda,kanagadda,sedam,Kalaburagi,kanagadda,kanagadda
2022-23,1960,Kalaburagi,B0119,C0446,kalaburgi,sedam,duganoor,dugnoor,sedam,Kalaburagi,duganoor,dugnoor
2022-23,4478,Kalaburagi,B0119,C1082,kalaburgi,sedam,madana,motakpalli,sedam,Kalaburagi,madana,motakpalli
2022-23,4394,Kalaburagi,B0119,C1409,kalaburgi,sedam,ribbanpalli,medak,sedam,Kalaburagi,ribbanpalli,medak
2022-23,1488,Kalaburagi,B0119,C0872,kalaburgi,sedam,kanagadda,chandapur,sedam,Kalaburagi,kanagadda,chandapur
2022-23,5120,Kalaburagi,B0119,C1210,kalaburgi,sedam,mudhol urdu,ribbanpalli,sedam,Kalaburagi,mudhol urdu,ribbanpalli
2022-23,4071,Kalaburagi,B0119,C1211,kalaburgi,sedam,mudhol,madana,sedam,Kalaburagi,mudhol,madana
2022-23,3011,Kalaburagi,B0119,C1082,kalaburgi,sedam,madana,jakanpalli,sedam,Kalaburagi,madana,jakanpalli
2022-23,3330,Kalaburagi,B0119,C1198,kalaburgi,sedam,motakpalli,kanagadda,sedam,Kalaburagi,motakpalli,kanagadda
2022-23,514,Kalaburagi,B0119,C1210,kalaburgi,sedam,mudhol urdu,adaki,sedam,Kalaburagi,mudhol urdu,adaki
2022-23,4855,Kalaburagi,B0119,C1107,kalaburgi,sedam,malkhed,nilhalli,sedam,Kalaburagi,malkhed,nilhalli
2022-23,5853,Kalaburagi,B0119,C1468,kalaburgi,sedam,sedam urdu,udagi,sedam,Kalaburagi,sedam urdu,udagi
2022-23,2980,Kalaburagi,B0119,C1210,kalaburgi,sedam,mudhol urdu,itkal,sedam,Kalaburagi,mudhol urdu,itkal
2022-23,4855,Kalaburagi,B0119,C1468,kalaburgi,sedam,sedam urdu,nilhalli,sedam,Kalaburagi,sedam urdu,nilhalli
2022-23,514,Kalaburagi,B0119,C1211,kalaburgi,sedam,mudhol,adaki,sedam,Kalaburagi,mudhol,adaki
2022-23,4478,Kalaburagi,B0119,C1210,kalaburgi,sedam,mudhol urdu,motakpalli,sedam,Kalaburagi,mudhol urdu,motakpalli
2022-23,4181,Kalaburagi,B0119,C1297,kalaburgi,sedam,neelhalli,malkhed,sedam,Kalaburagi,neelhalli,malkhed
2022-23,4181,Kalaburagi,B0119,C1468,kalaburgi,sedam,sedam urdu,malkhed,sedam,Kalaburagi,sedam urdu,malkhed
2022-23,3933,Kalaburagi,B0119,C1210,kalaburgi,sedam,mudhol urdu,kurkunta,sedam,Kalaburagi,mudhol urdu,kurkunta
2022-23,5662,Kalaburagi,B0119,C1040,kalaburgi,sedam,kurkunta,telkur,sedam,Kalaburagi,kurkunta,telkur
2022-23,4107,Kalaburagi,B0119,C1396,kalaburgi,sedam,ranjol,madkal,sedam,Kalaburagi,ranjol,madkal
2022-23,6449,Kalaburagi,B0001,C1135,kalaburgi,afzalpur,mannur,mannur,afzalpur,Kalaburagi,mannur,mannur
2022-23,4707,Kalaburagi,B0001,C0141,kalaburgi,afzalpur,baluragi,nandargi,afzalpur,Kalaburagi,baluragi,nandargi
2022-23,3674,Kalaburagi,B0001,C1536,kalaburgi,afzalpur,station gangapur,koganoor,afzalpur,Kalaburagi,station gangapur,koganoor
2022-23,1681,Kalaburagi,B0001,C0366,kalaburgi,afzalpur,chowdapur,chowdapur,afzalpur,Kalaburagi,chowdapur,chowdapur
2022-23,5663,Kalaburagi,B0001,C0385,kalaburgi,afzalpur,deval gangapur,tellur,afzalpur,Kalaburagi,deval gangapur,tellur
2022-23,4183,Kalaburagi,B0001,C1407,kalaburgi,afzalpur,revoor (b),mallabad,afzalpur,Kalaburagi,revoor (b),mallabad
2022-23,2211,Kalaburagi,B0001,C1536,kalaburgi,afzalpur,station gangapur,gudoor,afzalpur,Kalaburagi,station gangapur,gudoor
2022-23,1264,Kalaburagi,B0001,C0219,kalaburgi,afzalpur,bhairamadagi,bhairamadagi,afzalpur,Kalaburagi,bhairamadagi,bhairamadagi
2022-23,622,Kalaburagi,B0001,C0898,kalaburgi,afzalpur,karajagi,allagi (b),afzalpur,Kalaburagi,karajagi,allagi (b)
2022-23,2167,Kalaburagi,B0001,C0517,kalaburgi,afzalpur,gour (b),gour (b),afzalpur,Kalaburagi,gour (b),gour (b)
2022-23,2503,Kalaburagi,B0001,C0149,kalaburgi,afzalpur,bandarwad,hasargundagi,afzalpur,Kalaburagi,bandarwad,hasargundagi
2022-23,1770,Kalaburagi,B0001,C0385,kalaburgi,afzalpur,deval gangapur,deval ganagapur,afzalpur,Kalaburagi,deval gangapur,deval ganagapur
2022-23,4183,Kalaburagi,B0001,C1135,kalaburgi,afzalpur,mannur,mallabad,afzalpur,Kalaburagi,mannur,mallabad
2022-23,4112,Kalaburagi,B0001,C0366,kalaburgi,afzalpur,chowdapur,madra (b),afzalpur,Kalaburagi,chowdapur,madra (b)
2022-23,4707,Kalaburagi,B0001,C0517,kalaburgi,afzalpur,gour (b),nandargi,afzalpur,Kalaburagi,gour (b),nandargi
2022-23,1019,Kalaburagi,B0001,C0149,kalaburgi,afzalpur,bandarwad,bandarwad,afzalpur,Kalaburagi,bandarwad,bandarwad
2022-23,4347,Kalaburagi,B0001,C1156,kalaburgi,afzalpur,mashal,mashal,afzalpur,Kalaburagi,mashal,mashal
2022-23,735,Kalaburagi,B0001,C0385,kalaburgi,afzalpur,deval gangapur,anoor,afzalpur,Kalaburagi,deval gangapur,anoor
2022-23,3431,Kalaburagi,B0001,C0898,kalaburgi,afzalpur,karajagi,karajagi,afzalpur,Kalaburagi,karajagi,karajagi
2022-23,1035,Kalaburagi,B0001,C0898,kalaburgi,afzalpur,karajagi,bankalaga,afzalpur,Kalaburagi,karajagi,bankalaga
2022-23,2093,Kalaburagi,B0001,C0499,kalaburgi,afzalpur,ghattarga,ghattarga,afzalpur,Kalaburagi,ghattarga,ghattarga
2022-23,5119,Kalaburagi,B0001,C1407,kalaburgi,afzalpur,revoor (b),revoor (b),afzalpur,Kalaburagi,revoor (b),revoor (b)
2022-23,1310,Kalaburagi,B0001,C0504,kalaburgi,afzalpur,gobbur (b),bidanoor,afzalpur,Kalaburagi,gobbur (b),bidanoor
2022-23,5850,Kalaburagi,B0001,C1135,kalaburgi,afzalpur,mannur,udachan,afzalpur,Kalaburagi,mannur,udachan
2022-23,1762,Kalaburagi,B0001,C0499,kalaburgi,afzalpur,ghattarga,kallur,afzalpur,Kalaburagi,ghattarga,kallur
